facility_id,facility_name,facility_type,subtype,owner_type,settlement,is_phcu,status,operational_status,region,zone,woreda,city,kebele,latitude,longitude,altitude,dhis2_id,ethiopian_national_facility_id,catchment_population,number_of_inpatient_beds,number_of_maternity_beds,number_of_emergency_beds,number_of_opd_rooms,number_of_ipd_rooms,number_of_laboratory_rooms,number_of_imaging_rooms,number_of_mch_rooms,number_of_icu_rooms,phone,facility_owners_name,referral_linkage,reports_to,year_opened,created_at_text,_sdc_extracted_at,region_canonical,region_raw,facility_name_amharic_xlat,facility_name_expanded,facility_name_normalized,facility_name_phonetic,region_normalized,zone_normalized,woreda_normalized
1094171,Glory Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,,Wolaita zone,Tebela town,Tebela,01,,,,,,,,,,,,,,,,988004021,Doctor Gezahegn Nikola Bulo,,Tebela Town ,"ሚያዝያ 14,2016","መስከረም 28,2017",2026-05-22 00:13:23,,South Ethiopia Region,Glory Medium Clinic,Glory Medium Clinic,glory medium clinic,G465,,wolaita zone,tebela town
1094172,Betesayida Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Suspended,,Wolaita zone,Gununo town,Gununo Town,Adis Ketema,,,,,,,,,,,,,,,,916442121,Woldemariyam Facha Faltamo,,Gununo Town ,"ግንቦት 12,2014","መስከረም 28,2017",2026-05-22 00:13:23,,South Ethiopia Region,Betesayida Primary Clinic,Betesayida Primary Clinic,betesayida primary clinic,B323,,wolaita zone,gununo town
1094173,Dr Yohana Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Closed,oromia,Sheger City,Lega Tafo Lega Dadi-City,Tafo,,,,,,,,,,,,,,,,,985685590,Dr Yohana Admassu Tefara,,Laga Tafo Laga Dadhi Sub City,"መስከረም 25,2017","መስከረም 28,2017",2026-05-22 00:13:23,oromia,Oromia Region,Dr Yohana Medium Clinic,Dr Yohana Medium Clinic,dr yohana medium clinic,D655,oromia,sheger city,lega tafo lega dadi city
1094174,Arbagugu Primary Clinic ,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Arsi zone,Guna,Negele,01,,,,,,,,,,,,,,,,916893980,Tesfaye Goshime Mekuriya,,Guna Woreda,"ኅዳር 28,2009","መስከረም 28,2017",2026-05-22 00:13:23,oromia,Oromia Region,Arbagugu Primary Clinic ,Arbagugu Primary Clinic ,arbagugu primary clinic,A612,oromia,arsi zone,guna
1094175,Abuki Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Ilu Aba Bora Zone,Metu Zuriya,Metu,Kamise,,,,,,,,,,,,,,,,913381513,Yasin Tiruneh ,,,"መስከረም 25,2017","መስከረም 28,2017",2026-05-22 00:13:23,oromia,Oromia Region,Abuki Drug Store,Abuki Drug Store,abuki drug store,A123,oromia,ilu aba bora zone,metu zuriya
1094176,Kidena Mihret Drug store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,south west ethiopia,Kaffa Zone,Tello Woreda,,,,,,,,,,,,,,,,,,975992470,Gezehegn Gereyo,,,"ሐምሌ 28,2014","መስከረም 28,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Kidena Mihret Drug store,Kidena Mihret Drug store,kidena mihret drug store,K355,south west ethiopia,kaffa zone,tello woreda
1094177,Axmed 2 Drug shop,Pharmacy,Drug Store,Private Not for profit,Urban,No,Approved,Suspended,somali,Fafan,Jigjiga Town,Jigjiga,17,,,,,,,,,,,,,,,,915011879,Eid Makhtal Abdi,,,"ኅዳር 14,2014","መስከረም 28,2017",2026-05-22 00:13:23,somali,Somali Region,Axmed 2 Drug shop,Axmed 2 Drug shop,axmed 2 drug shop,A253,somali,fafan,jigjiga town
1094178,Tensay Drug store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Closed,amhara,Bahirdar Town Administration,Bahir Dar Town,Bahirdar,14,,,,,,,,,,,,,,,,912152910,tSEHAY Kassa wolde,,,"መስከረም 28,2017","መስከረም 28,2017",2026-05-22 00:13:23,amhara,Amhara Region,Tensay Drug store,Tensay Drug store,tensay drug store,T523,amhara,bahirdar town administration,bahir dar town
1094179,Loko Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,East Wollega Zone,Gida Ayana,Ayana,Ayana 01,,,,,,2400.0,,,,,,,,,,961501712,Beyene Akaswaya Ejeta,,Gida Ayana Woreda,"መስከረም 16,2009","መስከረም 28,2017",2026-05-22 00:13:23,oromia,Oromia Region,Loko Primary Clinic,Loko Primary Clinic,loko primary clinic,L216,oromia,east wollega zone,gida ayana
1094180,Yemariam Sitota Medium clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,south west ethiopia,Kaffa Zone,Bonga Town,,,,,,,,,,,,,,,,,,904701381,Meskerem Tenegn,,Bonga Town,"ኅዳር 10,2016","መስከረም 28,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Yemariam Sitota Medium clinic,Yemariam Sitota Medium Clinic,yemariam sitota medium clinic,Y565,south west ethiopia,kaffa zone,bonga town
1094181,Dahe Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,somali,Shebelle,Godey City,Godey,01,,,,,,,,,,,,,,,,921869836,Abdi Jibar Aden Mohamed,,,"መስከረም 20,2016","መስከረም 28,2017",2026-05-22 00:13:23,somali,Somali Region,Dahe Drug Store,Dahe Drug Store,dahe drug store,D362,somali,shebelle,godey city
1094182,Kemal Seid Family Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,oromia,Ilu Aba Bora Zone,Metu Zuriya,Mettu,Burusa,,,,,,,,,,,,,,,,911941887,Kemal Seid Hussen,,Metu Rural Woreda,"መስከረም 28,2017","መስከረም 28,2017",2026-05-22 00:13:23,oromia,Oromia Region,Kemal Seid Family Medium Clinic,Kemal Seid Family Medium Clinic,kemal seid family medium clinic,K542,oromia,ilu aba bora zone,metu zuriya
1094183,Obsiye Community Pharmacy,Pharmacy,pharmacy,Private for profit,Urban,No,Approved,Operational,somali,Fafan,Jigjiga Town,Jigjiga,18,,,,,,,,,,,,,,,,931962746,Mohamed Ibraahim Dahir,,,"መስከረም 24,2016","መስከረም 28,2017",2026-05-22 00:13:23,somali,Somali Region,Obsiye Community Pharmacy,Obsiye Community Pharmacy,obsiye community pharmacy,O122,somali,fafan,jigjiga town
1094184,Hijira Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,benishangul gumuz,Assosa Town Administration,Assosa Town,,,,,,,,,,,,,,,,,,911707327,BIRESA CHALI,,,"መስከረም 24,2017","መስከረም 28,2017",2026-05-22 00:13:23,benishangul gumuz,Benishangul-Gumuz Region,Hijira Drug Store,Hijira Drug Store,hijira drug store,H263,benishangul gumuz,assosa town administration,assosa town
1094185,Mesi Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,south west ethiopia,Kaffa Zone,Bonga Town,,03,,,,,,,,,,,,,,,,913213910,Meselech Wondimu,,,"መስከረም 28,2017","መስከረም 28,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Mesi Drug Store,Mesi Drug Store,mesi drug store,M236,south west ethiopia,kaffa zone,bonga town
1094186,Care Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,south west ethiopia,Bench Sheko Zone,Mizan Aman Town Administration,Aman,Shesheka,,,,,,,,,,,,,,,,936474023,Endale Beture Mulugeta,,Mizan Aman Town Health Office,"መስከረም 28,2017","መስከረም 28,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Care Medium Clinic,Care Medium Clinic,care medium clinic,C653,south west ethiopia,bench sheko zone,mizan aman town administration
1094187,Condeminium Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,south west ethiopia,Bench Sheko Zone,Mizan Aman Town Administration,Mizan,Ketena 2,,,,,,,,,,,,,,,,917826950,Tizazu Gebre Asefa,,Mizan Aman Town Health Office,"መስከረም 28,2017","መስከረም 28,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Condeminium Medium Clinic,Condeminium Medium Clinic,condeminium medium clinic,C535,south west ethiopia,bench sheko zone,mizan aman town administration
1094188,Bikiltu Primary Clinic ,Clinic,Medium Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Arsi zone,Shanan Kolu,Unke,Unke,,,,,,,,,,,,,,,,945209292,Zenebe Ayele Legese,,Shanan Kolu Woreda,"ጥር 8,2009","መስከረም 28,2017",2026-05-22 00:13:23,oromia,Oromia Region,Bikiltu Primary Clinic ,Bikiltu Primary Clinic ,bikiltu primary clinic,B243,oromia,arsi zone,shanan kolu
1094189,Kasahun Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,Arsi zone,Shanan Kolu,Dhumuga,01,,,,,,,,,,,,,,,,911718829,Kasahun Tegegn Mengiste,,Shanan Kolu Woreda,"ጳጉሜን 5,2004","መስከረም 28,2017",2026-05-22 00:13:23,oromia,Oromia Region,Kasahun Primary Clinic,Kasahun Primary Clinic,kasahun primary clinic,K251,oromia,arsi zone,shanan kolu
1094190,Welbekan Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Ilu Aba Bora Zone,Alge Sachi,Alge,Alge,,,,,,,,,,,,,,,,913041368,Shukuru Geremu,,,"ታኅሣሥ 13,2015","መስከረም 28,2017",2026-05-22 00:13:23,oromia,Oromia Region,Welbekan Drug Store,Welbekan Drug Store,welbekan drug store,W412,oromia,ilu aba bora zone,alge sachi
1094191,Ilfata Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Hararge Zone,Oda Bultum,Bate,Bate,,,,,,,,,,,,,,,,910939494,Abenet Kidanu Worku,,Oda Bultum Woreda,"መስከረም 21,2007","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Ilfata Primary Clinic,Ilfata Primary Clinic,ilfata primary clinic,I413,oromia,west hararge zone,oda bultum
1094192,Kidanemihret Medium Clinic,Clinic,Medium Clinic,Private for profit,Rural,No,Approved,Operational,south west ethiopia,Kaffa Zone,Decha Woreda,,,,,,,,,,,,,,,,,,975719252,Tarekegn Melaku,,Decha Woreda,"መስከረም 29,2017","መስከረም 29,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Kidanemihret Medium Clinic,Kidanemihret Medium Clinic,kidanemihret medium clinic,K355,south west ethiopia,kaffa zone,decha woreda
1094193,Ahmed Yare Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,somali,Shebelle,Godey City,Godey,01,,,,,,,,,,,,,,,,935763157,Ahmed Shugri Adan,,,"መስከረም 20,2016","መስከረም 29,2017",2026-05-22 00:13:23,somali,Somali Region,Ahmed Yare Drug Store,Ahmed Yare Drug Store,ahmed yare drug store,A536,somali,shebelle,godey city
1094194,Gori Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,afar,Zone 1,Adaar Woreda,Elhwa,01 Elhwa,,,,,,,,,2.0,1.0,,,,,,906101346,Abdella Hummed Abdella,,Adaar Woreda,"መስከረም 29,2017","መስከረም 29,2017",2026-05-22 00:13:23,afar,Afar Region,Gori Primary Clinic,Gori Primary Clinic,gori primary clinic,G616,afar,zone 1,adaar woreda
1094195,Idman Commuiny Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,somali,Fafan,Jigjiga Town,Jigjiga,04,,,,,,,,,,,,,,,,911085669,Kifah Ahmed Abdi,,,"ነሐሴ 14,2017","መስከረም 29,2017",2026-05-22 00:13:23,somali,Somali Region,Idman Commuiny Drug Store,Idman Commuiny Drug Store,idman commuiny drug store,I355,somali,fafan,jigjiga town
1094196,Hunde Primary Clinic ,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Hararge Zone,Daro Lebu,Milkay,Milkay,,,,,,,,,,,,,,,,910862276,Tajedin Kadi Musa,,Daro Lebu Woreda,"መስከረም 27,2007","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Hunde Primary Clinic ,Hunde Primary Clinic ,hunde primary clinic,H531,oromia,west hararge zone,daro lebu
1094197,Dol Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,somali,Shebelle,Godey City,Godey,01,,,,,,,,,,,,,,,,911882544,Cawale Mohamed Doel ,,,"መስከረም 28,2016","መስከረም 29,2017",2026-05-22 00:13:23,somali,Somali Region,Dol Drug Store,Dol Drug Store,dol drug store,D436,somali,shebelle,godey city
1094198,Umi Medium Clinic ,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Hararge Zone,Bedesa,Bedesa,01,,,,,,,,,,,,,,,,913933413,Abdo Siraj Abdela ,,Bedesa Woreda,"ጥር 23,2016","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Umi Medium Clinic ,Umi Medium Clinic ,umi medium clinic,U553,oromia,west hararge zone,bedesa
1094199,Halal Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,sidama,Southern Zone,Aleta Chuko Town,Aleta Chuko Town,Aleta Chuko 01,,,,,,,,,,,,,,,,908895699,Aysha Jemal Ali,,,"መስከረም 28,2017","መስከረም 29,2017",2026-05-22 00:13:23,sidama,Sidama Region,Halal Drug Store,Halal Drug Store,halal drug store,H443,sidama,southern zone,aleta chuko town
1094200,Jeldu Primary Hospital Community Pharmacy ,Pharmacy,pharmacy,Public/Government,Urban,No,Approved,Operational,oromia,West Shewa Zone,Jeldu,Gojo,Edosa Gelan,,,,,,,,,,,,,,,,913297445,Government ,,,"መስከረም 27,2017","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Jeldu Primary Hospital Community Pharmacy ,Jeldu Primary Hospital Community Pharmacy ,jeldu primary hospital community pharmacy,J431,oromia,west shewa zone,jeldu
1094201,Dani And Brothers Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,addis ababa,Kolfe Sub city,Woreda 1,Addis Ababa,000,,,,,,,,,,,,,,,,911874629,Raey Health Care PLC,,Kolfe Subcity,"ሚያዝያ 15,2016","መስከረም 29,2017",2026-05-22 00:13:23,addis ababa,Addis Ababa City Administration,Dani And Brothers Medium Clinic,Dani And Brothers Medium Clinic,dani and brothers medium clinic,D553,addis ababa,kolfe sub city,woreda 1
1094202,Genet Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,south west ethiopia,Kaffa Zone,Tello Woreda,,,,,,,,,,,,,,,,,,916044857,Genet Getahun,,Tello Woreda,"መስከረም 29,2017","መስከረም 29,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Genet Medium Clinic,Genet Medium Clinic,genet medium clinic,G535,south west ethiopia,kaffa zone,tello woreda
1094203,Selam Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Arsi zone,Guna,Dima Wuchale,Dima-01,,,,,,,,,,,,,,,,912249106,Demisew Kidane Habtesilase,,Guna Woreda,"የካቲት 8,2005","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Selam Primary Clinic,Selam Primary Clinic,selam primary clinic,S451,oromia,arsi zone,guna
1094204,Afiya Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Arsi zone,Jeju,Alaga Dureti ,01,,,,,,,,,,,,,,,,911363324,Mohammad Yimam Awel,,Jeju Woreda,"መስከረም 21,2009","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Afiya Primary Clinic,Afiya Primary Clinic,afiya primary clinic,A116,oromia,arsi zone,jeju
1094205,nnn,Pharmacy,pharmacy,Public/Government,Rural,No,Draft,Operational,oromia,,,,,,,,,,,,,,,,,,,,,,,,"መስከረም 7,2017","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,nnn,nnn,nnn,N000,oromia,,
1094206,Haile Egiziheber Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,south west ethiopia,Kaffa Zone,Goba woreda,,,,,,,,,,,,,,,,,,922886841,Gizew Gebire,,,"መስከረም 29,2017","መስከረም 29,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Haile Egiziheber Drug Store,Haile Egiziheber Drug Store,haile egiziheber drug store,H422,south west ethiopia,kaffa zone,goba woreda
1094207,Country Club Developer PLC Primary Clinic ,Clinic,Institution Based Primary Clinic,Private Not for profit,Urban,No,Approved,Operational,oromia,Sheger City,Lega Tafo Lega Dadi-City,Tafo ,CCD ,,,,,,,,,,,,,,,,912212664,Country Club Developer PLC,,Laga Tafo Laga Dadhi Sub City,"መስከረም 26,2017","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Country Club Developer PLC Primary Clinic ,Country Club Developer PLC Primary Clinic ,country club developer plc primary clinic,C536,oromia,sheger city,lega tafo lega dadi city
1094208,Gololcha Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Hararge Zone,Gumbi Bordode,Gololcha,Gololcha,,,,,,,,,,,,,,,,949861557,Nejuma Muzemil Emam,,Gumbi Bordode Woreda,,"መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Gololcha Primary Clinic,Gololcha Primary Clinic,gololcha primary clinic,G442,oromia,west hararge zone,gumbi bordode
1094209,Alem Drug Stor,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,south west ethiopia,Kaffa Zone,Bonga Town,,,,,,,,,,,,,,,,,,910424146,Tigistu Ayele Gebire,,,"መስከረም 29,2017","መስከረም 29,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Alem Drug Stor,Alem Drug Stor,alem drug stor,A453,south west ethiopia,kaffa zone,bonga town
1094210,Kela Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,somali,Fafan,Jigjiga Town,Jigjiga,12,,,,,,,,,,,,,,,,915076020,Abdiyare Shugri Mohamud,,,"ጥቅምት 9,2016","መስከረም 29,2017",2026-05-22 00:13:23,somali,Somali Region,Kela Drug Store,Kela Drug Store,kela drug store,K436,somali,fafan,jigjiga town
1094211,Salam Rural Drug Vender,Other,Other,Private for profit,Urban,No,Approved,Operational,somali,Liben,Bokolmanyo,Bokolmanyo,01,,,,,,,,,,,,,,,,964029405,Salamun Buzayaw Gabrasadiq,,,"መስከረም 27,2017","መስከረም 29,2017",2026-05-22 00:13:23,somali,Somali Region,Salam Rural Drug Vender,Salam Rural Drug Vender,salam rural drug vender,S456,somali,liben,bokolmanyo
1094212,Marwan Drug Store ,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,somali,Fafan,Gursum,Banbas,01,,,,,,,,,,,,,,,,915303610,Mohamed Hasan Abdi,,,"ጥቅምት 21,2016","መስከረም 29,2017",2026-05-22 00:13:23,somali,Somali Region,Marwan Drug Store ,Marwan Drug Store ,marwan drug store,M653,somali,fafan,gursum
1094213,Chole Sidelil Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Arsi zone,Chole,Chole ,01,,,,,,,,,,,,,,,,961955519,Sidelil Ayele Jemaneh,,Chole Woreda,"መስከረም 1,2008","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Chole Sidelil Primary Clinic,Chole Sidelil Primary Clinic,chole sidelil primary clinic,C423,oromia,arsi zone,chole
1094214,Chole Health Center Community Pharmacy,Pharmacy,pharmacy,Public/Government,Urban,No,Approved,Operational,oromia,Arsi zone,Chole,Chole,01,,,,,,50000.0,,,,,,,,,,920046781,Government,,,"መስከረም 8,2015","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Chole Health Center Community Pharmacy,Chole Health Center Community Pharmacy,chole health center community pharmacy,C443,oromia,arsi zone,chole
1094215,Charchar Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,West Hararge Zone,Gelemso Town,Gelemso,02,,,,,,,,,,,,,,,,910939588,Admasu Teshome Tange,,,"መስከረም 28,2017","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Charchar Drug Store,Charchar Drug Store,charchar drug store,C626,oromia,west hararge zone,gelemso town
1094216,Wagayehu Primary clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Arsi zone,Shirka,Kersa Gelma,01,,,,,,,,,,,,,,,,910400801,Wagayehu Ayela Arga,,Sirka Woreda ,"መስከረም 15,2005","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Wagayehu Primary clinic,Wagayehu Primary Clinic,wagayehu primary clinic,W216,oromia,arsi zone,shirka
1094217,Sifan Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Hararge Zone,Daro Lebu,Sekina,Sekina,,,,,,,,,,,,,,,,911018369,Sintayehu Tadesse Gurmu,,Daro Lebu Woreda,"ታኅሣሥ 13,2005","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Sifan Primary Clinic,Sifan Primary Clinic,sifan primary clinic,S151,oromia,west hararge zone,daro lebu
1094218,Abdulmajid Drug store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,somali,Fafan,Jigjiga Town,jigjiga ,17,,,,,,,,,,,,,,,,915077704,Awale muhumed abdi ,,,"መስከረም 26,2017","መስከረም 29,2017",2026-05-22 00:13:23,somali,Somali Region,Abdulmajid Drug store,Abdulmajid Drug store,abdulmajid drug store,A134,somali,fafan,jigjiga town
1094219,Heal Pharmacy,Pharmacy,pharmacy,Private for profit,Urban,No,Approved,Operational,addis ababa,Kolfe Sub city,Woreda 3,Addis Ababa,000,,,,,,,,,,,,,,,,913113126,Yematawork Gebremariam Sorea,,,"ጳጉሜን 3,2014","መስከረም 29,2017",2026-05-22 00:13:23,addis ababa,Addis Ababa City Administration,Heal Pharmacy,Heal Pharmacy,heal pharmacy,H416,addis ababa,kolfe sub city,woreda 3
1094220,Shone Primary Hospital Community Pharmacy,Pharmacy,pharmacy,Public/Government,Urban,No,Approved,Operational,,Hadiya Zone,shone town adminstration,Shone,Arencha,,,,,,,,,,,,,,,,912436501,Government,,,"መስከረም 29,2017","መስከረም 29,2017",2026-05-22 00:13:23,,Central Ethiopia Region,Shone Primary Hospital Community Pharmacy,Shone Primary Hospital Community Pharmacy,shone primary hospital community pharmacy,S516,,hadiya zone,shone town adminstration
1094221,Yordanos Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,south west ethiopia,Bench Sheko Zone,Siz Town Administration,Siz,Siz 02,,,,,,,,,,,,,,,,921408055,Getahun Amare Aberu,,Siz Town,"መስከረም 20,2017","መስከረም 29,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Yordanos Medium Clinic,Yordanos Medium Clinic,yordanos medium clinic,Y635,south west ethiopia,bench sheko zone,siz town administration
1094222,Piraqlitos Drug Store,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,south west ethiopia,Bench Sheko Zone,North Bench Woreda,,Yali,,,,,,,,,,,,,,,,917906100,Tinsae tamrat,,,"መስከረም 14,2017","መስከረም 29,2017",2026-05-22 00:13:23,south west ethiopia,South West Ethiopia Region,Piraqlitos Drug Store,Piraqlitos Drug Store,piraqlitos drug store,P624,south west ethiopia,bench sheko zone,north bench woreda
1094223,Bonako Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Omo Nada,Nada,01,,,,,,,,,,,,,,,,917218882,Simachew Ayana,,,"ጥር 25,2015","መስከረም 29,2017",2026-05-22 00:13:23,oromia,Oromia Region,Bonako Drugstore,Bonako Drugstore,bonako drugstore,B523,oromia,jimma zone,omo nada
1094224,Sebur Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,benishangul gumuz,Assosa Zone,Sherkole Woreda,Gemede,Gemede,,,,,,,,,,,,,,,,952551918,Sherafe Atom Jimma,,,"መስከረም 29,2017","መስከረም 30,2017",2026-05-22 00:13:23,benishangul gumuz,Benishangul-Gumuz Region,Sebur Drug Store,Sebur Drug Store,sebur drug store,S163,benishangul gumuz,assosa zone,sherkole woreda
1094226,Aba Gada Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Hararge Zone,Habro,Dereku,Dereku,,,,,,,,,,,,,,,,911405638,Lencho Ahmednur Mohammed,,Habro Woreda,"ኅዳር 5,2009","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Aba Gada Primary Clinic,Aba Gada Primary Clinic,aba gada primary clinic,A123,oromia,west hararge zone,habro
1094227,Biftu Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Hararge Zone,Daro Lebu,Buraysa,Buraysa,,,,,,,,,,,,,,,,920897326,Murtesa Mohammed Abdule ,,Daro Lebu Woreda,"ኅዳር 22,2007","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Biftu Primary Clinic,Biftu Primary Clinic,biftu primary clinic,B131,oromia,west hararge zone,daro lebu
1094228,Amen Drug Store ,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Bale Zone,Goro,Goro,02,,,,,,,,,,,,,,,,912436242,Solomon Haile,,,"መስከረም 30,2017","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Amen Drug Store ,Amen Drug Store ,amen drug store,A553,oromia,bale zone,goro
1094229,Nardos Primary Clinic ,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Arsi zone,Shanan Kolu,Birbisa Kuni ,Birbisa Kuni ,,,,,,,,,,,,,,,,989906302,Nigus Zikiye Zegeye,,Shanan Kolu Woreda,"መስከረም 10,2010","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Nardos Primary Clinic ,Nardos Primary Clinic ,nardos primary clinic,N632,oromia,arsi zone,shanan kolu
1094230,Abdi Faya Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Hararge Zone,Doba,Doba,01,,,,,,,,,,,,,,,,940156626,Bilal Kemal Gemeda,,Doba Woreda ,"መስከረም 28,2017","መስከረም 30,2017",2026-05-22 00:13:23,oromia,Oromia Region,Abdi Faya Primary Clinic,Abdi Faya Primary Clinic,abdi faya primary clinic,A131,oromia,west hararge zone,doba
1094231,Garad Rural Drug Store,Other,Other,Private for profit,Urban,No,Approved,Operational,somali,Shebelle,Godey City,Godey,02,,,,,,,,,,,,,,,,915784052,Garad Mohamed Olad,,,"መስከረም 16,2015","መስከረም 30,2017",2026-05-22 00:13:23,somali,Somali Region,Garad Rural Drug Store,Garad Rural Drug Store,garad rural drug store,G636,somali,shebelle,godey city
1094232,Ina Hoyo Rural Drug Vender,Other,Other,Private for profit,Urban,No,Approved,Operational,somali,Shebelle,Godey City,Godey,01,,,,,,,,,,,,,,,,915067949,Muhumed Omer Dahir,,,"ጳጉሜን 5,2014","መስከረም 30,2017",2026-05-22 00:13:23,somali,Somali Region,Ina Hoyo Rural Drug Vender,Ina Hoyo Rural Drug Vender,ina hoyo rural drug vender,I566,somali,shebelle,godey city
1094233,Tawakal Rural Drug Vender,Other,Other,Private for profit,Rural,No,Approved,Operational,somali,Sitti,Maeso,,Muli,,,,,,,,,,,,,,,,912150618,Yasin Moalin Ahmed,,,"መስከረም 27,2017","መስከረም 30,2017",2026-05-22 00:13:23,somali,Somali Region,Tawakal Rural Drug Vender,Tawakal Rural Drug Vender,tawakal rural drug vender,T246,somali,sitti,maeso
